distance_m,soil_moisture_content_pct
164.31,4.706085986
164.44,4.237012189
164.58,3.297938392
164.72,4.048864595
164.86,3.989790798
165.00,3.620717001
165.14,3.581643204
165.28,4.072569407
165.42,3.653495611
165.56,4.444421814
165.69,6.085348017
165.83,5.28627422
165.97,4.037200423
166.11,3.718126626
166.25,3.299052829
166.39,3.609979032
166.53,4.080905235
166.67,3.291831438
166.81,2.942757641
166.94,3.483683844
167.08,4.004610047
167.22,4.22553625
167.36,4.856462453
167.50,4.337388656
167.64,2.658314859
167.78,2.649241062
167.92,2.150167265
168.06,3.331093468
168.19,3.042019671
168.33,3.412945874
168.47,3.183872077
168.61,2.53479828
168.75,2.695724484
168.89,2.026650687
169.03,2.36757689
169.17,2.448503093
169.31,2.249429296
169.44,2.420355499
169.58,2.381281702
169.72,1.922207905
169.86,2.253134108
170.00,2.394060311
170.14,2.594986514
170.28,2.225912717
170.42,2.44683892
170.56,2.187765123
170.69,2.008691326
170.83,3.359617529
170.97,2.280543732
171.11,2.331469935
171.25,3.012396138
171.39,3.183322341
171.53,3.304248544
171.67,2.375174747
171.81,2.38610095
171.94,2.177027153
172.08,2.047953356
172.22,3.90887956
172.36,3.529805763
172.50,2.670731966
172.64,2.751658169
172.78,2.752584372
172.92,2.413510575
173.06,2.514436778
173.19,2.625362981
173.33,2.506289184
173.47,2.567215387
173.61,2.83814159
173.75,2.459067793
173.89,2.409993996
174.03,2.770920199
174.17,2.671846402
174.31,2.692772605
174.44,2.833698808
174.58,2.634625011
174.72,2.405551214
174.86,2.476477417
175.00,2.51740362
175.14,2.778329823
175.28,3.159256026
175.42,2.980182229
175.56,2.631108433
175.69,3.002034636
175.83,2.772960839
175.97,2.563887042
176.11,3.304813245
176.25,3.335739448
176.39,3.316665651
176.53,3.547591854
176.67,3.598518057
176.81,3.21944426
176.94,2.670370463
177.08,3.511296666
177.22,4.082222869
177.36,4.153149072
177.50,3.404075275
177.64,2.915001478
177.78,2.635927681
177.92,2.856853884
178.06,3.527780087
178.19,4.62870629
178.33,4.689632493
178.47,4.680558696
178.61,4.731484899
178.75,3.402411102
178.89,3.653337306
179.03,4.874263509
179.17,5.425189712
179.31,4.696115915
179.44,5.647042118
179.58,5.067968321
179.72,4.458894524
179.86,4.409820727
180.00,5.70074693
180.14,4.341673133
180.28,4.462599336
180.42,5.493525539
180.56,4.134451742
180.69,5.155377945
180.83,5.046304148
180.97,4.517230351
181.11,4.828156554
181.25,5.509082757
181.39,4.19000896
181.53,4.970935163
181.67,5.381861366
181.81,5.712787569
181.94,4.513713772
182.08,4.094639975
182.22,4.515566179
182.36,4.626492382
182.50,4.537418585
182.64,4.048344788
182.78,3.429270991
182.92,3.340197194
183.06,4.621123397
183.19,4.7020496
183.33,4.892975803
183.47,4.703902006
183.61,3.874828209
183.75,3.545754412
183.89,3.496680615
184.03,3.577606818
184.17,4.418533021
184.31,5.369459224
184.44,5.570385427
184.58,4.85131163
184.72,4.412237833
184.86,3.723164036
185.00,3.074090239
185.14,3.585016442
185.28,4.365942645
185.42,4.306868848
185.56,5.677795052
185.69,4.628721255
185.83,4.239647458
185.97,4.730573661
186.11,3.651499864
186.25,3.712426067
186.39,3.34335227
186.53,3.574278473
186.67,3.505204676
186.81,4.166130879
186.94,4.667057082
187.08,4.507983285
187.22,4.478909488
187.36,3.569835691
187.50,3.630761894
187.64,3.631688097
187.78,3.2626143
187.92,2.863540503
188.06,4.184466706
188.19,3.295392909
188.33,3.566319112
188.47,3.717245315
188.61,3.128171518
188.75,3.789097721
188.89,2.980023924
189.03,3.160950128
189.17,2.861876331
189.31,3.342802534
189.44,2.993728737
189.58,3.22465494
189.72,3.345581143
189.86,3.186507346
190.00,3.067433549
190.14,2.918359752
190.28,2.619285955
190.42,2.610212158
190.56,3.011138361
190.69,3.312064564
190.83,3.372990767
190.97,2.95391697
191.11,3.094843173
191.25,2.865769376
191.39,2.976695579
191.53,3.477621782
191.67,2.988547985
191.81,3.219474188
191.94,3.110400391
192.08,3.831326594
192.22,3.432252797
