distance_m,soil_moisture_content_pct
192.36,3.633179001
192.50,3.474105204
192.64,3.375031407
192.78,3.08595761
192.92,3.086883813
193.06,3.747810016
193.19,3.468736219
193.33,2.859662422
193.47,3.390588625
193.61,3.721514828
193.75,3.442441031
193.89,3.833367234
194.03,3.324293437
194.17,3.04521964
194.31,3.146145843
194.44,3.987072046
194.58,3.327998249
194.72,3.178924452
194.86,3.719850655
195.00,3.240776858
195.14,3.871703061
195.28,3.502629264
195.42,3.783555467
195.56,3.45448167
195.69,2.995407874
195.83,2.866334077
195.97,2.98726028
196.11,2.958186483
196.25,3.269112686
196.39,4.000038889
196.53,4.240965092
196.67,3.581891295
196.81,3.462817498
196.94,3.773743701
197.08,3.804669904
197.22,4.485596107
197.36,4.53652231
197.50,4.337448513
197.64,3.898374716
197.78,3.609300919
197.92,3.900227122
198.06,3.741153325
198.19,3.972079528
198.33,3.023005731
198.47,3.493931934
198.61,4.184858137
198.75,3.61578434
198.89,3.726710543
199.03,3.777636747
199.17,3.52856295
199.31,3.389489153
199.44,3.640415356
199.58,3.601341559
199.72,4.062267762
199.86,3.793193965
200.00,3.834120168
200.14,3.135046371
200.28,3.565972574
200.42,3.156898777
200.56,3.19782498
200.69,3.398751183
200.83,2.979677386
200.97,3.260603589
201.11,3.011529792
201.25,3.192455995
201.39,3.253382198
201.53,2.984308401
201.67,3.355234604
201.81,3.396160807
201.94,3.46708701
202.08,3.408013213
202.22,3.458939416
202.36,3.239865619
202.50,3.240791823
202.64,3.571718026
202.78,3.472644229
202.92,3.403570432
203.06,3.384496635
203.19,3.475422838
203.33,3.446349041
203.47,3.647275244
203.61,3.368201447
203.75,3.38912765
203.89,3.360053853
204.03,3.380980056
204.17,3.131906259
204.31,3.792832462
204.44,3.563758665
204.58,3.724684868
204.72,3.515611071
204.86,3.376537274
205.00,3.267463477
205.14,3.24838968
205.28,3.459315883
205.42,3.770242086
205.56,4.101168289
205.69,3.962094492
205.83,3.593020696
205.97,3.393946899
206.11,3.264873102
206.25,3.655799305
206.39,3.746725508
206.53,4.067651711
206.67,3.928577914
206.81,3.669504117
206.94,3.60043032
207.08,3.391356523
207.22,3.692282726
207.36,3.793208929
207.50,3.224135132
207.64,3.675061335
207.78,3.395987538
207.92,3.376913741
208.06,3.617839944
208.19,3.318766147
208.33,3.41969235
208.47,3.450618553
208.61,3.701544756
208.75,3.592470959
208.89,4.003397162
209.03,3.384323365
209.17,3.425249569
209.31,3.296175772
209.44,3.117101975
209.58,3.128028178
209.72,3.428954381
209.86,3.459880584
210.00,3.360806787
210.14,3.30173299
210.28,3.042659193
210.42,2.883585396
210.56,3.364511599
210.69,3.545437802
210.83,3.396364005
210.97,3.967290208
211.11,3.628216411
211.25,3.259142614
211.39,3.360068817
211.53,3.20099502
211.67,3.451921223
211.81,3.562847426
211.94,3.363773629
212.08,3.104699832
212.22,2.795626035
212.36,2.996552238
212.50,2.927478442
212.64,3.348404645
212.78,3.589330848
212.92,3.310257051
213.06,3.431183254
213.19,3.112109457
213.33,3.00303566
213.47,3.363961863
213.61,3.234888066
213.75,3.945814269
213.89,4.116740472
214.03,3.617666675
214.17,3.338592878
214.31,3.449519081
214.44,3.450445284
214.58,3.221371487
214.72,3.95229769
214.86,4.123223893
215.00,3.314150096
215.14,3.095076299
215.28,3.606002502
215.42,3.886928705
215.56,4.017854908
215.69,4.138781111
215.83,4.419707315
215.97,3.810633518
216.11,3.681559721
216.25,3.742485924
216.39,3.983412127
216.53,3.82433833
216.67,3.615264533
216.81,3.546190736
216.94,3.547116939
217.08,3.718043142
217.22,4.038969345
217.36,3.649895548
217.50,4.010821751
217.64,3.731747954
217.78,3.402674157
217.92,3.65360036
218.06,3.874526563
218.19,3.385452766
218.33,3.376378969
218.47,3.947305172
218.61,3.458231375
218.75,3.419157578
218.89,3.550083781
219.03,3.501009984
219.17,3.511936187
219.31,3.562862391
219.44,3.683788594
219.58,3.424714797
219.72,3.905641
219.86,3.796567203
220.00,3.947493406
220.14,4.138419609
220.28,3.869345812
220.42,4.140272015
220.56,4.081198218
220.69,3.942124421
220.83,3.873050624
220.97,4.213976827
221.11,3.64490303
221.25,3.915829233
221.39,4.236755436
221.53,3.777681639
221.67,4.198607842
221.81,4.219534045
221.94,3.850460248
222.08,3.931386451
222.22,3.862312654
222.36,3.853238857
222.50,3.61416506
222.64,4.485091264
222.78,3.476017467
222.92,4.13694367
223.06,3.927869873
223.19,3.628796076
223.33,3.999722279
223.47,3.690648482
223.61,3.101574685
223.75,3.122500888
223.89,4.003427091
224.03,3.214353294
224.17,3.515279497
224.31,3.8662057
224.44,3.717131903
224.58,3.798058106
224.72,4.358984309
224.86,3.829910512
225.00,4.390836715
225.14,4.671762918
225.28,4.342689121
225.42,4.033615324
225.56,4.244541527
225.69,4.02546773
225.83,4.326393933
225.97,4.087320137
226.11,3.42824634
226.25,3.879172543
226.39,3.210098746
226.53,3.591024949
226.67,3.791951152
226.81,3.572877355
226.94,3.983803558
227.08,3.764729761
227.22,3.935655964
227.36,3.476582167
227.50,4.35750837
227.64,3.738434573
227.78,3.829360776
227.92,4.270286979
228.06,4.281213182
228.19,3.722139385
228.33,3.783065588
228.47,3.343991791
228.61,3.264917994
228.75,4.395844197
228.89,3.9767704
229.03,5.207696603
229.17,3.988622806
229.31,3.34954901
229.44,3.670475213
229.58,4.471401416
229.72,3.502327619
229.86,3.833253822
230.00,4.054180025
230.14,3.865106228
230.28,3.876032431
230.42,3.726958634
230.56,3.797884837
230.69,4.06881104
230.83,3.999737243
230.97,3.650663446
231.11,3.911589649
231.25,4.562515852
231.39,3.883442055
231.53,3.754368258
231.67,4.655294461
231.81,3.556220664
231.94,3.247146867
232.08,3.22807307
232.22,3.258999273
232.36,3.589925476
232.50,3.290851679
232.64,3.341777883
232.78,3.392704086
232.92,3.623630289
233.06,3.444556492
233.19,3.665482695
233.33,3.706408898
233.47,3.657335101
233.61,3.458261304
233.75,3.709187507
233.89,3.32011371
234.03,3.741039913
234.17,4.691966116
234.31,3.672892319
234.44,3.613818522
234.58,3.744744725
234.72,3.415670928
234.86,3.906597131
235.00,3.917523334
235.14,3.368449537
235.28,3.47937574
235.42,3.550301943
235.56,3.071228146
235.69,3.072154349
235.83,3.573080552
235.97,3.354006755
236.11,3.644932959
236.25,3.695859162
236.39,3.306785365
236.53,3.737711568
236.67,3.558637771
236.81,3.349563974
236.94,3.630490177
237.08,3.77141638
237.22,3.012342583
237.36,3.803268786
237.50,3.864194989
237.64,3.725121192
237.78,4.066047395
237.92,3.486973598
238.06,3.487899801
238.19,3.168826004
238.33,3.439752207
238.47,3.01067841
238.61,4.061604613
238.75,4.292530816
